x,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50
-9.9749,-18.9499,81.6745,1.5685,0.3688,-4.9749,12.9749,-23.9499,19.8749,120.4492,-47.7497,0.5228,-0.8524,0.1932,-0.8914,0.4533,-14.1014,0.6073,2.7115,2.3956,3.1583,-9.925,-89.2751,9.9749,0.0251,-0.5215,-0.4457,-37.8997,25.9499,32.8748,-24.8498,2.6141,-2.5573,0.9624,0.2716,0.068,2.4828,4.975,3.025,-1.7827,-4.4646,2.14,0.0911,-4.4646,-2.14,0.0069,-1.99,-1.1713,0.5401,-1.0,-36.9248
-9.8747,-18.7494,80.3788,1.3047,0.3725,-4.8747,12.8747,-23.7494,19.3781,118.2588,-46.7547,0.4349,-0.9005,-0.0307,-0.7832,0.6218,-14.1014,0.6103,2.6844,2.3864,3.1424,-9.6288,-86.4128,9.8747,0.1253,-0.4294,-0.3916,-37.4987,25.7494,32.3766,-24.2528,2.1744,-2.7015,0.9748,0.2231,0.0694,2.4744,4.8755,3.1245,-1.5664,-4.5025,2.0619,0.092,-4.5025,-2.0619,0.0076,-1.9502,-1.156,0.5285,-1.0,-36.6241
-9.7744,-18.5489,79.0931,1.0277,0.3763,-4.7744,12.7744,-23.5489,18.8874,116.0885,-45.7698,0.3426,-0.9395,-0.2543,-0.6437,0.7653,-14.1014,0.6134,2.6577,2.3772,3.1264,-9.3385,-83.6101,9.7744,0.2256,-0.3348,-0.3218,-37.0977,25.5489,31.8824,-23.6619,1.7129,-2.8185,0.9848,0.1739,0.0708,2.4659,4.777,3.223,-1.2874,-4.5446,1.9928,0.0928,-4.5446,-1.9928,0.0084,-1.9108,-1.1407,0.517,-1.0,-36.3233
-9.6742,-18.3484,77.8175,0.7405,0.3801,-4.6742,12.6742,-23.3484,18.4028,113.9382,-44.7949,0.2468,-0.9691,-0.4754,-0.4784,0.8782,-14.1014,0.6165,2.6311,2.3678,3.1103,-9.0541,-80.8664,9.6742,0.3258,-0.2388,-0.2392,-36.6967,25.3484,31.3922,-23.077,1.2341,-2.9072,0.9922,0.1244,0.0722,2.4574,4.6795,3.3205,-0.9568,-4.5903,1.9332,0.0937,-4.5903,-1.9332,0.0093,-1.8718,-1.1255,0.5056,-1.0,-36.0226
-9.5739,-18.1479,76.5519,0.4458,0.3839,-4.5739,12.5739,-23.1479,17.9241,111.8081,-43.8301,0.1486,-0.9889,-0.6917,-0.2939,0.9558,-14.1014,0.6196,2.6049,2.3584,3.0942,-8.7755,-78.181,9.5739,0.4261,-0.1423,-0.147,-36.2957,25.1479,30.906,-22.4981,0.743,-2.9667,0.9972,0.0745,0.0737,2.4488,4.583,3.417,-0.5878,-4.6384,1.8833,0.0946,-4.6384,-1.8833,0.0102,-1.8332,-1.1105,0.4944,-1.0,-35.7218
-9.4737,-17.9474,75.2964,0.1467,0.3878,-4.4737,12.4737,-22.9474,17.4515,109.6981,-42.8753,0.0489,-0.9988,-0.901,-0.0977,0.9952,-14.1014,0.6227,2.5789,2.3489,3.0779,-8.5027,-75.5533,9.4737,0.5263,-0.0463,-0.0488,-35.8947,24.9474,30.4238,-21.9252,0.2444,-2.9964,0.9997,0.0245,0.0752,2.4401,4.4875,3.5125,-0.1953,-4.688,1.8433,0.0955,-4.688,-1.8433,0.0112,-1.795,-1.0956,0.4833,-1.0,-35.4211
-9.3734,-17.7469,74.0509,-0.154,0.3917,-4.3734,12.3734,-22.7469,16.9849,107.6081,-41.9306,-0.0513,-0.9987,-1.1013,0.1025,0.9947,-14.1014,0.6258,2.5532,2.3392,3.0616,-8.2356,-72.9827,9.3734,0.6266,0.0481,0.0513,-35.4937,24.7469,29.9457,-21.3584,-0.2566,-2.996,0.9997,-0.0257,0.0767,2.4313,4.3931,3.6069,0.205,-4.738,1.8133,0.0964,-4.738,-1.8133,0.0124,-1.7572,-1.0808,0.4724,-1.0,-35.1203
-9.2732,-17.5464,72.8155,-0.453,0.3956,-4.2732,12.2732,-22.5464,16.5244,105.5383,-40.996,-0.151,-0.9885,-1.2906,0.2986,0.9544,-14.1014,0.629,2.5277,2.3295,3.0452,-7.9742,-70.4687,9.2732,0.7268,0.14,0.1493,-35.0927,24.5464,29.4716,-20.7976,-0.7551,-2.9656,0.9971,-0.0757,0.0783,2.4224,4.2996,3.7004,0.5971,-4.7876,1.7934,0.0973,-4.7876,-1.7934,0.0136,-1.7198,-1.0661,0.4617,-1.0,-34.8195
-9.1729,-17.3459,71.5901,-0.7476,0.3996,-4.1729,12.1729,-22.3459,16.0699,103.4886,-40.0713,-0.2492,-0.9685,-1.4668,0.4827,0.8758,-14.1014,0.6321,2.5025,2.3197,3.0287,-7.7184,-68.0106,9.1729,0.8271,0.2286,0.2413,-34.6917,24.3459,29.0015,-20.2428,-1.246,-2.9054,0.9921,-0.1256,0.0798,2.4135,4.2071,3.7929,0.9653,-4.8357,1.7834,0.0983,-4.8357,-1.7834,0.0149,-1.6829,-1.0515,0.4511,-1.0,-34.5188
-9.0727,-17.1454,70.3748,-1.0346,0.4036,-4.0727,12.0727,-22.1454,15.6214,101.4589,-39.1568,-0.3449,-0.9387,-1.6284,0.6474,0.7621,-14.1014,0.6353,2.4775,2.3098,3.0121,-7.468,-65.6078,9.0727,0.9273,0.3129,0.3237,-34.2907,24.1454,28.5354,-19.6941,-1.7243,-2.816,0.9845,-0.1751,0.0815,2.4045,4.1157,3.8843,1.2948,-4.8812,1.7832,0.0993,-4.8812,-1.7832,0.0163,-1.6463,-1.037,0.4406,-1.0,-34.218
-8.9724,-16.9449,69.1696,-1.3112,0.4077,-3.9724,11.9724,-21.9449,15.1789,99.4494,-38.2523,-0.4371,-0.8994,-1.7736,0.7862,0.6179,-14.1014,0.6385,2.4528,2.2998,2.9954,-7.2232,-63.2597,8.9724,1.0276,0.3922,0.3931,-33.8897,23.9449,28.0733,-19.1514,-2.1854,-2.6983,0.9745,-0.2243,0.0831,2.3954,4.0252,3.9748,1.5725,-4.9233,1.7923,0.1003,-4.9233,-1.7923,0.0179,-1.6101,-1.0226,0.4303,-1.0,-33.9173
-8.8722,-16.7444,67.9743,-1.5747,0.4118,-3.8722,11.8722,-21.7444,14.7425,97.4599,-37.3578,-0.5249,-0.8512,-1.901,0.8936,0.449,-14.1014,0.6417,2.4284,2.2897,2.9786,-6.9838,-60.9657,8.8722,1.1278,0.4657,0.4468,-33.4887,23.7444,27.6153,-18.6147,-2.6245,-2.5535,0.9621,-0.2728,0.0848,2.3862,3.9358,4.0642,1.7871,-4.961,1.8105,0.1013,-4.961,-1.8105,0.0195,-1.5743,-1.0083,0.4201,-1.0,-33.6165
-8.7719,-16.5439,66.7892,-1.8224,0.4159,-3.7719,11.7719,-21.5439,14.3121,95.4906,-36.4734,-0.6075,-0.7944,-2.0093,0.9651,0.262,-14.1014,0.6449,2.4041,2.2795,2.9617,-6.7497,-58.7252,8.7719,1.2281,0.5329,0.4825,-33.0877,23.5439,27.1613,-18.084,-3.0373,-2.3831,0.9472,-0.3207,0.0865,2.3769,3.8473,4.1527,1.9301,-4.9934,1.8372,0.1023,-4.9934,-1.8372,0.0213,-1.5389,-0.9941,0.41,-1.0,-33.3158
-8.6717,-16.3434,65.614,-2.0517,0.4201,-3.6717,11.6717,-21.3434,13.8877,93.5414,-35.599,-0.6839,-0.7296,-2.0974,0.9979,0.0646,-14.1014,0.6482,2.3802,2.2692,2.9448,-6.5209,-56.5376,8.6717,1.3283,0.5931,0.499,-32.6867,23.3434,26.7113,-17.5594,-3.4195,-2.1887,0.9299,-0.3677,0.0883,2.3676,3.7599,4.2401,1.9958,-5.0197,1.8719,0.1034,-5.0197,-1.8719,0.0233,-1.504,-0.98,0.4002,-1.0,-33.015
-8.5714,-16.1429,64.449,-2.2605,0.4244,-3.5714,11.5714,-21.1429,13.4694,91.6122,-34.7347,-0.7535,-0.6575,-2.1644,0.9908,-0.1355,-14.1014,0.6514,2.3564,2.2588,2.9277,-6.2974,-54.4023,8.5714,1.4286,0.6458,0.4954,-32.2857,23.1429,26.2653,-17.0408,-3.7674,-1.9724,0.9103,-0.4138,0.09,2.3582,3.6735,4.3265,1.9816,-5.0392,1.914,0.1045,-5.0392,-1.914,0.0254,-1.4694,-0.966,0.3904,-1.0,-32.7143
-8.4712,-15.9424,63.294,-2.4465,0.4286,-3.4712,11.4712,-20.9424,13.0571,89.7032,-33.8804,-0.8155,-0.5788,-2.2098,0.9439,-0.3301,-14.1014,0.6547,2.3329,2.2483,2.9105,-6.079,-52.3187,8.4712,1.5288,0.6908,0.472,-31.8847,22.9424,25.8233,-16.5283,-4.0775,-1.7363,0.8885,-0.4589,0.0919,2.3486,3.588,4.412,1.8879,-5.0511,1.9626,0.1056,-5.0511,-1.9626,0.0277,-1.4352,-0.9521,0.3808,-1.0,-32.4135
-8.3709,-15.7419,62.149,-2.608,0.433,-3.3709,11.3709,-20.7419,12.6508,87.8143,-33.0362,-0.8693,-0.4942,-2.2329,0.8593,-0.5115,-14.1014,0.658,2.3096,2.2376,2.8933,-5.8657,-50.2862,8.3709,1.6291,0.7277,0.4296,-31.4837,22.7419,25.3854,-16.0217,-4.3467,-1.4827,0.8644,-0.5029,0.0937,2.339,3.5036,4.4964,1.7186,-5.0548,2.0171,0.1067,-5.0548,-2.0171,0.0301,-1.4014,-0.9383,0.3713,-1.0,-32.1128
-8.2707,-15.5414,61.0141,-2.7433,0.4373,-3.2707,11.2707,-20.5414,12.2506,85.9454,-32.202,-0.9144,-0.4047,-2.2336,0.7402,-0.6724,-14.1014,0.6613,2.2866,2.2269,2.8759,-5.6575,-48.3041,8.2707,1.7293,0.7563,0.3701,-31.0827,22.5414,24.9515,-15.5212,-4.5722,-1.2142,0.8381,-0.5456,0.0956,2.3293,3.4202,4.5798,1.4804,-5.0498,2.0765,0.1079,-5.0498,-2.0765,0.0327,-1.3681,-0.9246,0.362,-1.0,-31.812
-8.1704,-15.3409,59.8892,-2.851,0.4417,-3.1704,11.1704,-20.3409,11.8563,84.0967,-31.3779,-0.9503,-0.3112,-2.2119,0.5915,-0.8063,-14.1014,0.6646,2.2638,2.216,2.8584,-5.4542,-46.372,8.1704,1.8296,0.7765,0.2957,-30.6817,22.3409,24.5216,-15.0268,-4.7517,-0.9336,0.8097,-0.5869,0.0976,2.3195,3.3378,4.6622,1.183,-5.0356,2.1399,0.109,-5.0356,-2.1399,0.0355,-1.3351,-0.911,0.3528,-1.0,-31.5113
-8.0702,-15.1404,58.7744,-2.9302,0.4462,-3.0702,11.0702,-20.1404,11.4681,82.2681,-30.5639,-0.9767,-0.2145,-2.168,0.419,-0.908,-14.1014,0.668,2.2412,2.205,2.8408,-5.2559,-44.489,8.0702,1.9298,0.7882,0.2095,-30.2807,22.1404,24.0957,-14.5383,-4.8836,-0.6435,0.7793,-0.6267,0.0995,2.3096,3.2564,4.7436,0.8381,-5.0118,2.2065,0.1103,-5.0118,-2.2065,0.0385,-1.3026,-0.8975,0.3437,-1.0,-31.2105
-7.9699,-14.9398,57.6696,-2.9799,0.4507,-2.9699,10.9699,-19.9398,11.086,80.4596,-29.7599,-0.9933,-0.1157,-2.1023,0.2298,-0.9732,-14.1014,0.6713,2.2189,2.1939,2.8231,-5.0625,-42.6548,7.9699,2.0301,0.7916,0.1149,-29.8797,21.9398,23.6739,-14.0559,-4.9664,-0.3471,0.7469,-0.6649,0.1016,2.2996,3.176,4.824,0.4596,-4.9782,2.2753,0.1115,-4.9782,-2.2753,0.0418,-1.2704,-0.8841,0.3348,-1.0,-30.9098
-7.8697,-14.7393,56.5749,-2.9996,0.4552,-2.8697,10.8697,-19.7393,10.7099,78.6711,-28.9659,-0.9999,-0.0157,-2.0154,0.0314,-0.9995,-14.1014,0.6747,2.1967,2.1826,2.8053,-4.8738,-40.8686,7.8697,2.1303,0.7869,0.0157,-29.4787,21.7393,23.256,-13.5795,-4.9994,-0.0471,0.7126,-0.7015,0.1036,2.2895,3.0966,4.9034,0.0628,-4.9347,2.3452,0.1127,-4.9347,-2.3452,0.0452,-1.2386,-0.8708,0.326,-1.0,-30.609
-7.7694,-14.5388,55.4902,-2.9893,0.4598,-2.7694,10.7694,-19.5388,10.3398,76.9028,-28.182,-0.9964,0.0845,-1.9084,-0.1683,-0.9857,-14.1014,0.6781,2.1748,2.1713,2.7874,-4.6899,-39.1299,7.7694,2.2306,0.7742,-0.0842,-29.0777,21.5388,22.8422,-13.1092,-4.9821,0.2534,0.6766,-0.7364,0.1057,2.2793,3.0182,4.9818,-0.3366,-4.8811,2.4153,0.114,-4.8811,-2.4153,0.0489,-1.2073,-0.8575,0.3173,-1.0,-30.3083
-7.6692,-14.3383,54.4156,-2.9489,0.4644,-2.6692,10.6692,-19.3383,9.9757,75.1546,-27.4081,-0.983,0.1838,-1.7822,-0.3613,-0.9325,-14.1014,0.6815,2.1531,2.1598,2.7693,-4.5107,-37.438,7.6692,2.3308,0.7539,-0.1806,-28.6767,21.3383,22.4324,-12.6449,-4.9149,0.5513,0.6388,-0.7693,0.1079,2.2689,2.9408,5.0592,-0.7225,-4.8176,2.4845,0.1154,-4.8176,-2.4845,0.0528,-1.1763,-0.8443,0.3088,-1.0,-30.0075
-7.5689,-14.1378,53.3511,-2.8789,0.4691,-2.5689,10.5689,-19.1378,9.6177,73.4264,-26.6443,-0.9596,0.2812,-1.6381,-0.5397,-0.8418,-14.1014,0.6849,2.1316,2.1481,2.7512,-4.3361,-35.7924,7.5689,2.4311,0.7263,-0.2699,-28.2757,21.1378,22.0266,-12.1866,-4.7982,0.8436,0.5995,-0.8004,0.11,2.2585,2.8644,5.1356,-1.0795,-4.7441,2.5519,0.1167,-4.7441,-2.5519,0.057,-1.1458,-0.8313,0.3004,-1.0,-29.7068
-7.4687,-13.9373,52.2965,-2.78,0.4738,-2.4687,10.4687,-18.9373,9.2656,71.7184,-25.8905,-0.9267,0.3758,-1.4775,-0.6966,-0.7175,-14.1014,0.6884,2.1104,2.1364,2.7329,-4.1661,-34.1924,7.4687,2.5313,0.6921,-0.3483,-27.8747,20.9373,21.6249,-11.7343,-4.6334,1.1275,0.5586,-0.8294,0.1123,2.248,2.7891,5.2109,-1.3932,-4.661,2.6164,0.1181,-4.661,-2.6164,0.0615,-1.1156,-0.8183,0.2921,-1.0,-29.406
-7.3684,-13.7368,51.2521,-2.6532,0.4786,-2.3684,10.3684,-18.7368,8.9197,70.0305,-25.1468,-0.8844,0.4667,-1.3021,-0.8255,-0.5644,-14.1014,0.6918,2.0893,2.1245,2.7145,-4.0006,-32.6374,7.3684,2.6316,0.6517,-0.4128,-27.4737,20.7368,21.2271,-11.2881,-4.4221,1.4001,0.5164,-0.8564,0.1145,2.2373,2.7147,5.2853,-1.651,-4.5686,2.6772,0.1195,-4.5686,-2.6772,0.0662,-1.0859,-0.8054,0.284,-1.0,-29.1053
-7.2682,-13.5363,50.2177,-2.4998,0.4834,-2.2682,10.2682,-18.5363,8.5797,68.3626,-24.4132,-0.8333,0.5529,-1.1137,-0.9214,-0.3887,-14.1014,0.6953,2.0685,2.1124,2.696,-3.8395,-31.1269,7.2682,2.7318,0.6056,-0.4607,-27.0727,20.5363,20.8334,-10.8479,-4.1663,1.6586,0.4728,-0.8812,0.1169,2.2266,2.6413,5.3587,-1.8428,-4.4673,2.7333,0.1209,-4.4673,-2.7333,0.0713,-1.0565,-0.7925,0.276,-1.0,-28.8045
-7.1679,-13.3358,49.1933,-2.3212,0.4883,-2.1679,10.1679,-18.3358,8.2458,66.7149,-23.6895,-0.7737,0.6335,-0.914,-0.9803,-0.1974,-14.1014,0.6988,2.0479,2.1002,2.6773,-3.6828,-29.6602,7.1679,2.8321,0.5546,-0.4902,-26.6717,20.3358,20.4437,-10.4137,-3.8687,1.9005,0.4281,-0.9037,0.1192,2.2157,2.569,5.431,-1.9607,-4.3577,2.7839,0.1224,-4.3577,-2.7839,0.0766,-1.0276,-0.7798,0.2681,-1.0,-28.5038
-7.0677,-13.1353,48.179,-2.1194,0.4932,-2.0677,10.0677,-18.1353,7.9179,65.0873,-22.976,-0.7065,0.7078,-0.7052,-1.0,0.0018,-14.1014,0.7023,2.0274,2.0879,2.6585,-3.5304,-28.2367,7.0677,2.9323,0.4993,-0.5,-26.2707,20.1353,20.0581,-9.9856,-3.5323,2.1233,0.3823,-0.9241,0.1216,2.2047,2.4976,5.5024,-2.0,-4.2403,2.8281,0.124,-4.2403,-2.8281,0.0823,-0.999,-0.7671,0.2603,-1.0,-28.203
-6.9674,-12.9348,47.1747,-1.8962,0.4982,-1.9674,9.9674,-17.9348,7.5961,63.4798,-22.2725,-0.6321,0.7749,-0.4893,-0.9796,0.201,-14.1014,0.7058,2.0072,2.0754,2.6396,-3.3823,-26.8559,6.9674,3.0326,0.4404,-0.4898,-25.8697,19.9348,19.6764,-9.5635,-3.1604,2.3247,0.3355,-0.942,0.1241,2.1936,2.4272,5.5728,-1.9592,-4.1158,2.8651,0.1255,-4.1158,-2.8651,0.0883,-0.9709,-0.7545,0.2527,-1.0,-27.9023
-6.8672,-12.7343,46.1805,-1.6541,0.5032,-1.8672,9.8672,-17.7343,7.2802,61.8923,-21.579,-0.5514,0.8343,-0.2684,-0.92,0.392,-14.1014,0.7094,1.9872,2.0627,2.6205,-3.2384,-25.517,6.8672,3.1328,0.3786,-0.46,-25.4687,19.7343,19.2988,-9.1474,-2.7568,2.5028,0.2879,-0.9577,0.1266,2.1824,2.3579,5.6421,-1.8399,-3.9849,2.8944,0.1271,-3.9849,-2.8944,0.0946,-0.9432,-0.742,0.2452,-1.0,-27.6015
-6.7669,-12.5338,45.1963,-1.3953,0.5083,-1.7669,9.7669,-17.5338,6.9704,60.325,-20.8956,-0.4651,0.8853,-0.0449,-0.8234,0.5674,-14.1014,0.7129,1.9674,2.0499,2.6013,-3.0987,-24.2196,6.7669,3.2331,0.3147,-0.4117,-25.0677,19.5338,18.9252,-8.7374,-2.3254,2.6558,0.2395,-0.9709,0.1292,2.171,2.2896,5.7104,-1.6469,-3.8485,2.9153,0.1288,-3.8485,-2.9153,0.1013,-0.9158,-0.7295,0.2378,-1.0,-27.3008
-6.6667,-12.3333,44.2222,-1.1225,0.5134,-1.6667,9.6667,-17.3333,6.6667,58.7778,-20.2222,-0.3742,0.9274,0.1791,-0.694,0.72,-14.1014,0.7165,1.9477,2.0369,2.582,-2.963,-22.963,6.6667,3.3333,0.2494,-0.347,-24.6667,19.3333,18.5556,-8.3333,-1.8708,2.7821,0.1906,-0.9817,0.1318,2.1595,2.2222,5.7778,-1.3879,-3.7075,2.9274,0.1304,-3.7075,-2.9274,0.1084,-0.8889,-0.7172,0.2306,-1.0,-27.0
-6.5664,-12.1328,43.2582,-0.8384,0.5186,-1.5664,9.5664,-17.1328,6.3689,57.2507,-19.5589,-0.2795,0.9602,0.4012,-0.5366,0.8438,-14.1014,0.7201,1.9283,2.0237,2.5625,-2.8313,-21.7465,6.5664,3.4336,0.1835,-0.2683,-24.2657,19.1328,18.19,-7.9353,-1.3973,2.8805,0.1411,-0.99,0.1345,2.1478,2.1559,5.8441,-1.0733,-3.5627,2.9301,0.1322,-3.5627,-2.9301,0.1158,-0.8624,-0.7049,0.2234,-1.0,-26.6992
-6.4662,-11.9323,42.3041,-0.5459,0.5238,-1.4662,9.4662,-16.9323,6.0772,55.7436,-18.9056,-0.182,0.9833,0.6194,-0.3578,0.9338,-14.1014,0.7238,1.9091,2.0104,2.5429,-2.7036,-20.5697,6.4662,3.5338,0.1177,-0.1789,-23.8647,18.9323,17.8284,-7.5434,-0.9098,2.9499,0.0914,-0.9958,0.1372,2.1361,2.0906,5.9094,-0.7157,-3.415,2.9232,0.1339,-3.415,-2.9232,0.1236,-0.8362,-0.6926,0.2164,-1.0,-26.3985
-6.3659,-11.7318,41.3602,-0.2479,0.5291,-1.3659,9.3659,-16.7318,5.7915,54.2567,-18.2624,-0.0826,0.9966,0.8313,-0.1647,0.9863,-14.1014,0.7274,1.89,1.9969,2.5231,-2.5798,-19.4319,6.3659,3.6341,0.0526,-0.0824,-23.4637,18.7318,17.4709,-7.1575,-0.4132,2.9897,0.0414,-0.9991,0.14,2.1242,2.0262,5.9738,-0.3294,-3.2656,2.9064,0.1358,-3.2656,-2.9064,0.1318,-0.8105,-0.6805,0.2096,-1.0,-26.0977
-6.2657,-11.5313,40.4263,0.0526,0.5344,-1.2657,9.2657,-16.5313,5.5119,52.7899,-17.6293,0.0175,0.9998,1.0349,0.035,0.9994,-14.1014,0.731,1.8712,1.9832,2.5031,-2.4598,-18.3324,6.2657,3.7343,-0.011,0.0175,-23.0627,18.5313,17.1174,-6.7776,0.0876,2.9995,-0.0088,-1.0,0.1428,2.1121,1.9629,6.0371,0.0701,-3.1153,2.8795,0.1376,-3.1153,-2.8795,0.1404,-0.7852,-0.6684,0.2028,-1.0,-25.797
-6.1654,-11.3308,39.5024,0.3525,0.5398,-1.1654,9.1654,-16.3308,5.2383,51.3432,-17.0062,0.1175,0.9931,1.2281,0.2334,0.9724,-14.1014,0.7347,1.8525,1.9693,2.483,-2.3436,-17.2708,6.1654,3.8346,-0.0724,0.1167,-22.6617,18.3308,16.7679,-6.4037,0.5875,2.9792,-0.0589,-0.9983,0.1457,2.0999,1.9006,6.0994,0.4667,-2.9652,2.8427,0.1396,-2.9652,-2.8427,0.1495,-0.7602,-0.6564,0.1962,-1.0,-25.4962
-6.0652,-11.1303,38.5886,0.6489,0.5452,-1.0652,9.0652,-16.1303,4.9707,49.9165,-16.3931,0.2163,0.9763,1.4089,0.4224,0.9064,-14.1014,0.7384,1.834,1.9552,2.4628,-2.2311,-16.2463,6.0652,3.9348,-0.1312,0.2112,-22.2607,18.1303,16.4224,-6.0359,1.0815,2.929,-0.1088,-0.9941,0.1486,2.0876,1.8393,6.1607,0.8447,-2.8163,2.7959,0.1415,-2.8163,-2.7959,0.1589,-0.7357,-0.6444,0.1896,-1.0,-25.1955
-5.9649,-10.9298,37.6848,0.9388,0.5507,-0.9649,8.9649,-15.9298,4.7091,48.51,-15.7901,0.3129,0.9498,1.5756,0.5944,0.8042,-14.1014,0.7421,1.8157,1.9409,2.4423,-2.1223,-15.2584,5.9649,4.0351,-0.1867,0.2972,-21.8596,17.9298,16.0809,-5.6741,1.5646,2.8493,-0.1585,-0.9874,0.1517,2.075,1.779,6.221,1.1888,-2.6695,2.7393,0.1436,-2.6695,-2.7393,0.1688,-0.7116,-0.6325,0.1832,-1.0,-24.8947
-5.8647,-10.7293,36.7911,1.2192,0.5563,-0.8647,8.8647,-15.7293,4.4536,47.1236,-15.1971,0.4064,0.9137,1.7265,0.7427,0.6697,-14.1014,0.7458,1.7976,1.9264,2.4217,-2.0171,-14.3064,5.8647,4.1353,-0.2383,0.3713,-21.4586,17.7293,15.7435,-5.3183,2.0321,2.7411,-0.2077,-0.9782,0.1547,2.0624,1.7197,6.2803,1.4853,-2.5259,2.6731,0.1457,-2.5259,-2.6731,0.1791,-0.6879,-0.6207,0.177,-1.0,-24.594
-5.7644,-10.5288,35.9075,1.4874,0.5619,-0.7644,8.7644,-15.5288,4.2041,45.7573,-14.6142,0.4958,0.8684,1.8601,0.8612,0.5083,-14.1014,0.7496,1.7797,1.9117,2.4009,-1.9154,-13.3898,5.7644,4.2356,-0.2858,0.4306,-21.0576,17.5288,15.4101,-4.9685,2.4791,2.6053,-0.2565,-0.9665,0.1579,2.0496,1.6614,6.3386,1.7223,-2.3864,2.5978,0.1478,-2.3864,-2.5978,0.1899,-0.6646,-0.6089,0.1708,-1.0,-24.2932
-5.6642,-10.3283,35.0338,1.7407,0.5676,-0.6642,8.6642,-15.3283,3.9607,44.411,-14.0414,0.5802,0.8144,1.9749,0.9451,0.3266,-14.1014,0.7534,1.7619,1.8967,2.3799,-1.8172,-12.508,5.6642,4.3358,-0.3287,0.4726,-20.6566,17.3283,15.0807,-4.6248,2.9012,2.4433,-0.3046,-0.9525,0.1611,2.0366,1.6041,6.3959,1.8903,-2.2518,2.5137,0.1501,-2.2518,-2.5137,0.2011,-0.6417,-0.5972,0.1647,-1.0,-23.9925
-5.5639,-10.1278,34.1703,1.9765,0.5733,-0.5639,8.5639,-15.1278,3.7232,43.0849,-13.4785,0.6588,0.7523,2.07,0.9913,0.1319,-14.1014,0.7571,1.7444,1.8816,2.3588,-1.7224,-11.6603,5.5639,4.4361,-0.3666,0.4956,-20.2556,17.1278,14.7553,-4.2871,3.2942,2.2568,-0.3519,-0.936,0.1643,2.0234,1.5479,6.4521,1.9825,-2.1231,2.4215,0.1523,-2.1231,-2.4215,0.2127,-0.6191,-0.5855,0.1588,-1.0,-23.6917
-5.4637,-9.9273,33.3168,2.1925,0.5791,-0.4637,8.4637,-14.9273,3.4918,41.7789,-12.9258,0.7308,0.6826,2.1442,0.9977,-0.0682,-14.1014,0.761,1.727,1.8662,2.3374,-1.631,-10.8462,5.4637,4.5363,-0.3993,0.4988,-19.8546,16.9273,14.434,-3.9555,3.6541,2.0477,-0.3984,-0.9172,0.1676,2.01,1.4926,6.5074,1.9953,-2.001,2.3217,0.1547,-2.001,-2.3217,0.2248,-0.597,-0.574,0.153,-1.0,-23.391
-5.3634,-9.7268,32.4733,2.3864,0.5849,-0.3634,8.3634,-14.7268,3.2664,40.493,-12.3831,0.7955,0.606,2.1969,0.9641,-0.2655,-14.1014,0.7648,1.7097,1.8506,2.3159,-1.5428,-10.0651,5.3634,4.6366,-0.4266,0.4821,-19.4536,16.7268,14.1166,-3.6298,3.9773,1.818,-0.4438,-0.8961,0.171,1.9965,1.4383,6.5617,1.9282,-1.8862,2.215,0.1571,-1.8862,-2.215,0.2373,-0.5753,-0.5624,0.1473,-1.0,-23.0902
-5.2632,-9.5263,31.6399,2.5564,0.5908,-0.2632,8.2632,-14.5263,3.0471,39.2271,-11.8504,0.8521,0.5233,2.2276,0.8919,-0.4522,-14.1014,0.7686,1.6927,1.8347,2.2942,-1.4579,-9.3162,5.2632,4.7368,-0.4485,0.446,-19.0526,16.5263,13.8033,-3.3102,4.2606,1.57,-0.4882,-0.8727,0.1745,1.9828,1.385,6.615,1.7838,-1.7795,2.1023,0.1597,-1.7795,-2.1023,0.2503,-0.554,-0.551,0.1417,-0.9999,-22.7895
-5.1629,-9.3258,30.8165,2.7007,0.5967,-0.1629,8.1629,-14.3258,2.8338,37.9814,-11.3278,0.9002,0.4354,2.2359,0.784,-0.6208,-14.1014,0.7725,1.6758,1.8185,2.2722,-1.3762,-8.5991,5.1629,4.8371,-0.4648,0.392,-18.6516,16.3258,13.494,-2.9967,4.5011,1.3063,-0.5313,-0.8472,0.178,1.9689,1.3328,6.6672,1.5679,-1.6812,1.9843,0.1623,-1.6812,-1.9843,0.2637,-0.5331,-0.5395,0.1363,-0.9999,-22.4887
-5.0627,-9.1253,30.0032,2.8178,0.6027,-0.0627,8.0627,-14.1253,2.6265,36.7558,-10.8152,0.9393,0.3431,2.2217,0.6446,-0.7645,-14.1014,0.7764,1.6591,1.8021,2.25,-1.2976,-7.9132,5.0627,4.9373,-0.4755,0.3223,-18.2506,16.1253,13.1888,-2.6891,4.6964,1.0294,-0.5731,-0.8195,0.1816,1.9548,1.2815,6.7185,1.2893,-1.592,1.8619,0.1649,-1.592,-1.8619,0.2776,-0.5126,-0.5282,0.1309,-0.9999,-22.188
